,00:00:00,00:05:00,00:10:00,00:15:00,00:20:00,00:25:00,00:30:00,00:35:00,00:40:00,00:45:00,00:50:00,00:55:00,01:00:00,01:05:00,01:10:00,01:15:00,01:20:00,01:25:00,01:30:00,01:35:00,01:40:00,01:45:00,01:50:00,01:55:00,02:00:00,02:05:00,02:10:00,02:15:00,02:20:00,02:25:00,02:30:00,02:35:00,02:40:00,02:45:00,02:50:00,02:55:00,03:00:00,03:05:00,03:10:00,03:15:00,03:20:00,03:25:00,03:30:00,03:35:00,03:40:00,03:45:00,03:50:00,03:55:00,04:00:00,04:05:00,04:10:00,04:15:00,04:20:00,04:25:00,04:30:00,04:35:00,04:40:00,04:45:00,04:50:00,04:55:00,05:00:00,05:05:00,05:10:00,05:15:00,05:20:00,05:25:00,05:30:00,05:35:00,05:40:00,05:45:00,05:50:00,05:55:00,06:00:00,06:05:00,06:10:00,06:15:00,06:20:00,06:25:00,06:30:00,06:35:00,06:40:00,06:45:00,06:50:00,06:55:00,07:00:00,07:05:00,07:10:00,07:15:00,07:20:00,07:25:00,07:30:00,07:35:00,07:40:00,07:45:00,07:50:00,07:55:00,08:00:00,08:05:00,08:10:00,08:15:00,08:20:00,08:25:00,08:30:00,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,09:00:00,09:05:00,09:10:00,09:15:00,09:20:00,09:25:00,09:30:00,09:35:00,09:40:00,09:45:00,09:50:00,09:55:00,10:00:00,10:05:00,10:10:00,10:15:00,10:20:00,10:25:00,10:30:00,10:35:00,10:40:00,10:45:00,10:50:00,10:55:00,11:00:00,11:05:00,11:10:00,11:15:00,11:20:00,11:25:00,11:30:00,11:35:00,11:40:00,11:45:00,11:50:00,11:55:00,12:00:00,12:05:00,12:10:00,12:15:00,12:20:00,12:25:00,12:30:00,12:35:00,12:40:00,12:45:00,12:50:00,12:55:00,13:00:00,13:05:00,13:10:00,13:15:00,13:20:00,13:25:00,13:30:00,13:35:00,13:40:00,13:45:00,13:50:00,13:55:00,14:00:00,14:05:00,14:10:00,14:15:00,14:20:00,14:25:00,14:30:00,14:35:00,14:40:00,14:45:00,14:50:00,14:55:00,15:00:00,15:05:00,15:10:00,15:15:00,15:20:00,15:25:00,15:30:00,15:35:00,15:40:00,15:45:00,15:50:00,15:55:00,16:00:00,16:05:00,16:10:00,16:15:00,16:20:00,16:25:00,16:30:00,16:35:00,16:40:00,16:45:00,16:50:00,16:55:00,17:00:00,17:05:00,17:10:00,17:15:00,17:20:00,17:25:00,17:30:00,17:35:00,17:40:00,17:45:00,17:50:00,17:55:00,18:00:00,18:05:00,18:10:00,18:15:00,18:20:00,18:25:00,18:30:00,18:35:00,18:40:00,18:45:00,18:50:00,18:55:00,19:00:00,19:05:00,19:10:00,19:15:00,19:20:00,19:25:00,19:30:00,19:35:00,19:40:00,19:45:00,19:50:00,19:55:00,20:00:00,20:05:00,20:10:00,20:15:00,20:20:00,20:25:00,20:30:00,20:35:00,20:40:00,20:45:00,20:50:00,20:55:00,21:00:00,21:05:00,21:10:00,21:15:00,21:20:00,21:25:00,21:30:00,21:35:00,21:40:00,21:45:00,21:50:00,21:55:00,22:00:00,22:05:00,22:10:00,22:15:00,22:20:00,22:25:00,22:30:00,22:35:00,22:40:00,22:45:00,22:50:00,22:55:00,23:00:00,23:05:00,23:10:00,23:15:00,23:20:00,23:25:00,23:30:00,23:35:00,23:40:00,23:45:00,23:50:00,23:55:00,,
2021/12/16,0,0,0,0,0,0,8.076,6.7331,21.374,21.567,20.9984,13.8741,21.9329,13.2672,4.4158,9.3256,17.7667,5.8813,12.2165,9.836,6.6815,4.5559,17.4115,8.1285,13.9936,7.2594,4.7184,3.2086,18.1523,8.2366,5.5521,3.4422,12.2371,15.2614,19.8079,20.0129,18.5568,13.7346,6.4751,7.8199,12.2565,5.3391,6.1059,6.4857,4.6706,5.5334,5.6108,6.8788,2.2618,0.9665,1.55,1.1337,1.4494,1.4412,2.8342,5.457,6.8007,5.057,6.0326,5.9421,11.7587,2.9187,2.4999,2.6379,4.2271,4.6392,3.5767,3.1206,5.6651,8.6212,7.8877,19.3968,21.6342,11.5078,4.4166,8.6145,15.198,6.2186,5.1106,2.8875,4.5746,4.0683,7.1373,5.4923,6.4753,8.5704,3.8177,3.6894,5.3701,3.3823,6.9322,2.6745,3.7632,5.154,3.9824,7.5105,4.8563,3.2921,3.0793,10.3924,9.0026,2.5496,3.5307,2.2831,9.0688,7.2841,16.4998,15.969,14.2258,5.7725,8.4214,4.5707,12.1943,4.8647,7.8968,5.4633,5.2125,4.1585,1.8831,3.8463,4.0712,1.099,0.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/17,0,0,0,0,0,0,0,0,0,8.2797,10.8082,13.2227,14.9524,11.4113,11.318,15.7521,12.1626,20.3224,22.6212,22.3669,17.822,12.0913,14.216,12.988,9.1409,6.5244,2.6413,11.603,13.9295,8.3889,3.5149,21.3212,18.9168,11.0447,12.942,16.654,18.2612,15.6622,13.5241,10.8638,8.5483,4.2151,3.4169,3.0406,1.9987,4.269,1.8276,2.8658,4.5693,5.2101,3.2762,5.2286,8.4353,10.5689,5.0699,6.2265,6.5243,5.1375,4.7463,7.1876,6.0093,5.6706,4.8241,3.6499,3.4148,3.3195,4.079,3.7336,2.147,5.5614,2.9035,4.0165,4.8247,3.9922,8.4777,15.1501,5.1559,4.6551,3.2288,6.9171,2.4234,2.7539,2.4464,1.9937,3.1313,3.7622,1.5683,2.586,3.4339,6.3283,5.1033,3.3996,1.87,3.1242,3.3005,3.3069,2.0203,11.9041,0.9073,1.0926,1.7294,2.1478,1.9129,2.7823,4.3219,2.7779,5.9733,3.0318,3.0447,2.4802,2.1533,4.0868,4.5605,4.256,2.549,2.2016,3.3271,3.5634,2.1028,2.2746,0.9926,0.6805,1.1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/20,0,0,0,0,0,2.4332,15.3814,9.7913,7.4113,3.7792,2.8263,23.3817,20.7049,19.6196,13.8822,10.0808,12.6006,23.7686,14.8671,18.3539,16.4045,15.8003,15.2544,13.8043,12.5111,10.7581,8.7745,10.8584,13.5315,15.1009,14.499,15.7188,18.149,14.9304,5.7462,4.2896,3.6693,4.5713,2.4991,4.4128,6.0833,3.2058,2.6658,3.7306,4.4398,4.1164,6.1796,3.1363,4.6095,7.5938,6.1077,7.4335,6.5848,5.6008,4.5103,5.1325,8.9317,6.9671,4.0725,4.0418,6.2498,5.0756,4.7266,3.879,3.1806,3.036,4.9847,2.4097,2.2118,3.2949,5.666,5.6514,5.4409,5.2299,6.4102,7.9047,9.0688,9.4167,6.51,7.7096,6.8468,6.6837,5.2053,5.6227,4.0842,2.658,4.8761,2.6804,7.5022,3.7381,3.027,2.1004,2.711,1.46,2.0411,2.8914,2.9702,1.9275,2.1742,3.0841,4.1645,3.6625,2.9756,4.0562,3.9951,2.8021,3.816,2.9786,3.2648,3.7164,3.68,5.5453,6.8076,5.9684,3.7688,4.1408,4.1269,3.2073,1.8894,1.437,0.9552,0.594,0.6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/21,0,0,0,0,0,0.0318,0.1347,1.1789,1.5882,1.4047,4.4811,3.5736,5.4511,5.0772,7.9029,9.0547,14.2515,13.2773,8.3167,5.1953,5.3832,5.124,5.942,6.8257,4.8522,6.7795,6.5777,4.6026,7.1869,5.455,6.4033,4.5225,5.9089,7.2205,8.3315,7.6609,8.9087,8.6428,7.4613,6.9386,8.0211,6.7261,8.354,9.1103,7.0328,6.9768,11.3218,9.2557,6.6271,11.6061,9.199,10.1441,6.8927,6.6974,9.4735,10.4816,11.3492,10.5992,10.2724,8.3216,6.4105,6.1774,3.7067,3.5657,5.3617,5.1914,7.1163,9.6461,6.8029,4.9338,8.697,5.8903,5.9674,6.384,8.1722,6.7642,4.7853,4.5934,4.2424,6.3788,8.8396,11.4857,5.7846,6.7048,8.7657,6.8256,6.1993,6.0518,8.3948,8.9006,7.4522,7.211,6.7734,4.9086,7.4014,7.5631,6.3976,6.4995,5.4317,8.732,9.3912,8.562,9.2793,11.131,10.6141,11.122,13.572,9.6357,6.7755,4.293,4.133,2.9437,8.2637,5.2609,10.0721,4.4962,7.2902,6.185,2.0008,2.4232,2.1139,1.775,0.8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/22,0,0,0,0,0,0.035,0.0676,0.166,1.0042,2.8624,3.112,12.4765,5.698,8.4303,5.0559,6.5842,9.3645,7.1233,4.0766,3.3947,4.9298,3.0693,3.5661,4.1034,5.3017,4.3107,7.5206,5.7762,4.9102,5.9633,5.5048,4.2542,5.6961,4.8834,4.4372,5.4789,8.7686,4.1363,8.2181,7.0153,7.8933,8.0775,10.9157,7.3684,10.3429,9.2475,8.1639,5.1513,5.9306,10.66,8.1564,7.7676,8.7469,10.308,10.6626,11.6867,8.472,9.4663,10.7987,9.7904,7.397,3.0734,2.5399,2.4024,2.4853,2.4819,4.2009,4.5967,6.6138,9.9202,9.0519,7.4737,6.5548,6.9121,5.5266,6.6765,7.69,7.212,7.7115,7.5774,9.4203,7.9782,9.9122,8.6235,10.7866,10.3522,11.0722,8.6999,7.2044,6.7002,9.7575,7.2246,10.7012,7.8644,5.189,8.4092,5.3885,5.3627,12.6444,6.1938,10.2071,6.5647,4.1491,4.3894,4.4396,5.1039,4.8594,4.3074,5.8509,3.7505,3.3679,4.7978,4.1517,4.7756,3.4457,3.8004,4.5546,5.9982,20.3409,21.1409,9.9059,0.3432,0.4361,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/23,0,0,0,0,0,0,0.6295,1.146,2.2192,8.9465,3.7363,11.2006,15.6672,15.5389,12.1202,10.7869,11.1271,10.9482,11.3621,13.1951,11.5123,9.3277,7.1048,10.9825,9.0376,4.7935,14.0847,3.827,5.0414,5.6381,5.8623,4.4173,4.8668,4.4124,3.4286,5.8492,5.0064,4.0722,4.1528,3.6002,7.1182,6.1078,3.9618,4.2652,4.5692,3.7637,4.2205,4.3191,2.7762,3.9113,4.6208,5.9368,6.2305,8.5886,6.7255,7.3037,10.2905,8.8153,7.9227,9.1459,7.486,7.1177,5.3521,4.1155,4.0827,17.6347,5.1517,5.2726,5.7922,4.5893,3.7199,5.0482,6.0649,4.5032,4.7064,18.0754,20.7802,21.2425,17.1922,18.3915,14.5954,3.6829,6.0531,5.1819,3.3875,1.4412,2.1259,3.2123,6.8655,11.7069,4.9593,1.4488,7.4454,8.69,1.6423,1.4765,1.0228,1.6489,1.9334,1.827,2.1304,1.9041,1.2692,1.5869,4.2661,1.4691,2.2421,4.103,5.1802,3.9502,6.7614,5.1662,4.7655,25.0503,40.2711,11.8769,7.0724,4.9595,7.3134,3.5099,1.154,1.1224,1.8773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/24,0,0,0,0,0,0.0331,0.0998,0.3102,1.1744,6.366,1.3808,1.1152,18.8261,22.9164,20.8104,21.8777,13.6066,8.6012,9.2677,14.0524,4.8712,3.373,3.5122,3.6267,2.6974,23.3913,20.4428,16.613,6.956,7.3598,6.2452,5.6469,3.9419,4.6249,3.4738,2.711,2.8231,4.3725,2.7555,4.9921,4.5326,4.4449,4.5659,5.4999,8.7661,3.8677,4.5241,7.0695,5.2281,3.6189,5.5303,3.4781,3.8971,5.6158,6.7314,7.6021,8.0572,7.1642,9.5039,8.8585,4.7747,4.656,3.0194,2.6112,2.0849,24.6779,9.8864,2.4331,2.3706,5.5867,10.5932,5.0297,2.7294,2.2563,3.1147,3.8038,4.9156,4.3484,2.591,3.4116,3.1872,2.8605,2.328,2.8668,2.9559,3.2205,2.997,2.6404,1.9953,2.4233,2.5778,2.1339,3.076,2.6502,2.3522,4.399,2.1755,2.6186,2.7167,2.9781,3.014,2.8002,3.0571,2.6643,2.8906,3.0212,4.2374,3.0768,5.7072,4.8692,5.4202,6.205,8.5777,13.6777,2.0595,4.48,1.9232,2.6756,2.5667,2.5549,1.7561,1.0771,0.9855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/27,0,0,0,0,0,0,3.4934,4.367,4.9709,6.4312,2.5142,1.8719,7.496,2.5843,6.3484,2.15,13.9197,5.2816,2.011,3.0887,5.7553,3.4499,2.5384,2.1385,2.1934,1.1473,1.7553,1.2383,1.0227,1.2577,2.1924,1.944,1.5061,3.1398,1.2117,3.2657,1.3355,3.0955,0.9825,2.0459,2.6467,1.776,1.8225,1.9418,1.6061,1.3602,1.5654,1.4078,2.1837,1.4301,10.4924,27.7359,27.519,27.4286,25.5364,18.186,5.9116,8.2345,8.4228,6.8533,6.565,4.2209,4.8436,1.9618,4.5997,2.2861,1.9209,8.3266,11.9516,10.779,11.5835,11.6835,7.941,10.7548,13.4472,4.1874,2.9063,2.4142,4.2955,4.3142,2.3295,7.0884,3.741,7.4497,16.0048,16.9164,20.2631,4.4055,3.3713,5.5275,10.6471,17.2468,3.4694,3.1363,4.5143,3.6035,2.9978,3.4342,2.9213,2.9843,4.3787,3.2561,3.6278,4.015,3.7764,3.6546,5.461,4.7963,6.1015,4.3276,4.9798,8.2053,10.8251,12.3323,5.24,4.462,3.5054,1.9429,1.8439,1.104,0.5359,0.5544,0.2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/28,0,0,0,0,0,0,0.3613,1.0857,1.8647,9.0276,9.6057,3.7371,3.2278,3.1707,4.7506,7.1712,7.6811,7.2418,6.2028,10.7433,8.1364,8.9477,11.0773,10.4001,16.5765,14.679,14.9797,7.9191,21.4199,11.7713,6.0085,6.6137,5.5003,7.0163,14.2856,19.2605,18.7552,18.5101,10.9374,3.2119,15.7945,18.0957,19.0591,17.9525,18.9075,22.2796,22.4947,13.4556,4.3959,1.9071,3.4641,1.8558,1.9661,2.8181,2.714,1.7381,2.3966,3.4488,3.7342,3.6991,4.4016,4.7974,4.1598,3.8796,4.1158,5.3527,5.0813,2.7641,2.9408,3.1802,4.4688,10.6187,7.1593,4.5205,2.4459,3.7985,10.3346,20.2531,22.9903,19.5759,10.8408,8.2491,3.6529,4.6478,6.9492,4.0316,1.8791,1.9822,2.4999,2.3552,3.2339,8.7781,5.1164,2.2723,2.4242,2.1586,3.4221,5.9643,15.1355,20.7031,13.8323,2.5801,2.8999,4.5169,3.6405,5.3383,7.9597,24.4926,23.9154,21.7372,9.8694,10.0636,12.5796,10.364,31.2684,21.5739,21.8967,8.7726,2.3239,1.5868,0.6233,0.7819,0.2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/29,0,0,0,0,0,0,3.3366,1.1825,3.0696,1.431,3.8064,4.3613,12.1106,12.4189,19.144,9.06,10.2218,5.2582,10.7551,10.5814,6.8812,12.605,12.0822,9.6505,4.489,7.2621,5.648,6.4653,6.4286,7.4587,4.8161,25.6011,21.0925,22.3833,23.5953,25.1248,10.2347,4.3543,4.4953,5.1801,6.6997,5.2053,28.1444,21.9268,29.9232,24.1806,12.3543,13.0665,24.645,30.0278,8.9747,7.7545,3.9028,1.5187,2.9575,1.2627,1.3645,2.6309,4.3429,2.1623,2.4291,2.2738,1.7126,3.1807,3.7241,2.2775,5.0129,12.602,4.5262,3.8376,2.858,3.4402,2.9327,5.2966,4.1173,4.4935,4.2094,4.27,4.5909,3.782,3.6863,9.9627,11.8484,10.21,6.9321,5.0618,8.3302,4.9401,6.9442,13.4114,10.0989,13.9982,24.3338,11.5301,6.9118,6.072,8.1712,5.9952,5.9066,7.2102,7.0537,6.8032,6.694,8.3487,7.1543,10.7038,9.5302,0,4.8791,7.4575,5.5812,8.3535,12.49,14.1835,12.6174,5.8362,2.2299,0.4923,2.8374,4.2076,2.7264,1.0407,0.6868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/30,0,0,0,0,0,0,0.5179,0.7659,1.048,2.3531,3.5891,4.6907,5.2428,5.2752,7.2945,4.875,5.1784,6.7975,7.5569,5.882,3.8574,11.6885,12.0872,1.9015,1.3976,2.2244,2.5761,2.1845,2.6161,2.9159,3.1585,7.8194,7.5108,3.0997,3.3348,3.3189,2.6028,1.9831,1.7526,2.3237,2.7618,1.7627,2.0374,1.8041,2.5874,3.3497,3.756,2.9602,2.8524,1.7601,1.3106,1.1206,2.036,2.4277,4.6494,7.0883,5.8737,3.4825,3.745,2.0765,5.8601,0.9314,0.7417,1.1591,8.3198,2.217,1.8138,1.3556,2.3777,3.193,3.9092,1.2959,0.8583,1.9015,1.696,0.5241,2.2055,7.4761,1.0504,1.3292,1.1899,2.0805,6.0319,1.8037,1.0785,2.2639,1.8012,2.2458,2.7371,1.4091,1.0006,1.4341,3.6911,8.786,7.3027,0.6368,2.6963,2.7239,1.852,1.3865,1.2479,1.6386,1.8723,3.263,2.128,3.1189,4.3862,10.8128,7.3391,1.2759,1.3898,1.2959,2.4686,3.9427,3.6186,2.5726,1.1427,0.5496,0.3443,0.2479,0.0705,0.0772,0.0672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022/1/3,0,0,0,0,0,0,1.5009,1.9095,2.0644,5.3196,7.7897,5.9484,5.4668,6.0432,6.4442,4.246,5.4512,4.185,4.7178,10.6096,10.1314,10.0692,10.2553,7.7677,5.5689,3.8465,3.9137,4.4025,6.6167,17.6268,18.5725,13.7108,14.6949,7.7434,5.4177,6.5127,11.057,13.5445,11.4019,6.1619,16.4464,22.7908,24.4273,20.1086,19.3408,30.8797,34.9157,28.437,24.3363,25.4865,12.3209,11.5351,14.442,14.5816,13.2316,16.8968,15.3497,13.254,12.6642,11.2812,11.5276,11.9061,11.3566,12.1948,10.6833,9.7948,12.584,16.4708,18.0303,15.6455,14.302,14.5527,13.9892,13.4222,13.9774,14.0108,15.0359,15.5603,14.1885,15.1649,17.9147,10.3592,9.9656,8.6426,15.4961,25.968,23.1396,24.3084,28.1058,26.7748,17.1542,16.3566,15.6702,14.3913,17.4945,18.6681,18.1202,18.7641,14.3565,6.8026,6.8541,6.0647,5.7114,6.066,6.5832,8.6866,8.0265,7.9153,6.1972,7.0679,7.2239,9.3371,9.8355,7.1831,6.7952,6.1864,5.437,5.8766,4.5465,4.1315,5.1363,6.5844,4.8397,3.0601,2.9335,2.5997,3.1121,2.7939,3.1398,2.0836,0.7393,0.062,0.0663,0.0618,0.0614,0.063,0.0678,0.0623,0.0653,0.1259,0.0777,0.0766,0.0685,0.0651,0.0648,0.063,0.0637,0.0846,0.0879,0.0651,0.0638,0.067,0.0647,0.0694,0.068,0.0635,0.0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2022/1/4,0,0,0,0,0,0,0.9216,2.6775,2.608,2.8833,2.6103,4.5476,4.975,3.8412,5.4029,5.5198,4.6182,3.9231,4.4857,7.7808,7.151,11.1718,7.7767,2.9228,4.7073,3.9718,12.3843,23.3832,24.8965,22.4108,20.8278,24.0626,21.843,24.1519,26.3338,22.1717,10.0497,8.4733,4.0312,4.9575,5.0642,7.6716,4.8239,6.585,11.7458,6.161,4.2969,4.5023,3.8473,3.8846,6.562,5.1494,5.7455,6.7907,6.9426,10.214,11.3117,10.8554,6.3061,7.8477,4.1509,5.0031,3.7565,5.0596,4.3335,4.4298,4.3495,4.3016,4.0901,4.1413,4.9635,5.1397,3.9673,7.6902,6.0904,5.2906,4.734,6.0231,7.132,5.9723,4.0374,3.3046,4.3887,8.6343,5.2605,3.5375,7.8438,6.5157,4.2575,3.3401,7.0166,4.9113,4.866,7.7892,3.2269,5.08,8.6676,4.0113,3.5316,6.6407,16.1851,8.2784,12.2598,6.4768,4.6837,13.0006,6.1769,4.3159,6.3741,7.789,6.3426,6.2316,3.8508,4.1201,5.0039,3.7096,2.5233,2.6486,0.8044,0.5272,0.5829,0.1976,0.2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
